field_scale,station_m,b_perp_t,hartmann,total_pressure_drop_pa,hydraulic_pressure_drop_pa,mhd_pressure_drop_pa,curvature_pressure_drop_pa,total_pressure_gradient_pa_per_m
6.000000000000e+00,1.901408450704e-01,3.293808829039e-02,8.280506996934e+01,1.264863681446e+01,2.089299387281e+00,1.055933742718e+01,0.000000000000e+00,7.098411375841e+01
6.000000000000e+00,2.218309859155e-01,3.330735303462e-02,8.373338714163e+01,1.491956786689e+01,2.437515951828e+00,1.248205191506e+01,0.000000000000e+00,7.233686821726e+01
6.000000000000e+00,2.535211267606e-01,3.364965040237e-02,8.459390938072e+01,1.723201595976e+01,2.785732516375e+00,1.444628344339e+01,0.000000000000e+00,7.360430031067e+01
6.000000000000e+00,2.852112676056e-01,3.396102134138e-02,8.537668378354e+01,1.958299304633e+01,3.133949080922e+00,1.644904396541e+01,0.000000000000e+00,7.476847581933e+01
6.000000000000e+00,3.169014084507e-01,3.423711843789e-02,8.607078112133e+01,2.196891542578e+01,3.482165645469e+00,1.848674978031e+01,0.000000000000e+00,7.580973657274e+01
6.000000000000e+00,3.485915492958e-01,3.447319474071e-02,8.666426774391e+01,2.438554991283e+01,3.830382210016e+00,2.055516770281e+01,0.000000000000e+00,7.670675105432e+01
6.000000000000e+00,3.802816901408e-01,3.466406743973e-02,8.714411426865e+01,2.682796078455e+01,4.178598774563e+00,2.264936200999e+01,0.000000000000e+00,7.743651285002e+01
6.000000000000e+00,4.119718309859e-01,3.480408992618e-02,8.749612534123e+01,2.929045798706e+01,4.526815339110e+00,2.476364264795e+01,0.000000000000e+00,7.797442170804e+01
6.000000000000e+00,4.436619718310e-01,3.488711267710e-02,8.770484130063e+01,3.176654823481e+01,4.875031903657e+00,2.689151633115e+01,0.000000000000e+00,7.829438503915e+01
6.000000000000e+00,4.753521126761e-01,3.490646369755e-02,8.775348901172e+01,3.424889174333e+01,5.223248468203e+00,2.902564327513e+01,0.000000000000e+00,7.836907194306e+01
6.000000000000e+00,5.070422535211e-01,3.485489543527e-02,8.762384841058e+01,3.672926644954e+01,5.571465032750e+00,3.115780141679e+01,0.000000000000e+00,7.817013173788e+01
6.000000000000e+00,5.387323943662e-01,3.472457360476e-02,8.729622440888e+01,3.919854350088e+01,5.919681597297e+00,3.327886190359e+01,0.000000000000e+00,7.766868661333e+01
6.000000000000e+00,5.704225352113e-01,3.450702689588e-02,8.674932046316e+01,4.164667808920e+01,6.267898161844e+00,3.537877992736e+01,0.000000000000e+00,7.683580740510e+01
6.000000000000e+00,6.021126760563e-01,3.419311903417e-02,8.596016833558e+01,4.406271924418e+01,6.616114726391e+00,3.744660451779e+01,0.000000000000e+00,7.564323437538e+01
6.000000000000e+00,6.338028169014e-01,3.377302084118e-02,8.490405785467e+01,4.643484541165e+01,6.964331290938e+00,3.947051412071e+01,0.000000000000e+00,7.406428374958e+01
6.000000000000e+00,6.654929577465e-01,3.323617391288e-02,8.355444560430e+01,4.875043169118e+01,7.312547855485e+00,4.143788383569e+01,0.000000000000e+00,7.207493922504e+01
6.000000000000e+00,6.971830985915e-01,3.257128503174e-02,8.188294087580e+01,5.099615742686e+01,7.660764420032e+00,4.333539300682e+01,0.000000000000e+00,6.965530720453e+01
6.000000000000e+00,7.288732394366e-01,3.176627587527e-02,7.985917923731e+01,5.315816180927e+01,8.008980984579e+00,4.514918082470e+01,0.000000000000e+00,6.679119159693e+01
6.000000000000e+00,7.605633802817e-01,3.080829139799e-02,7.745084360558e+01,5.522225792063e+01,8.357197549126e+00,4.686506037151e+01,0.000000000000e+00,6.347620743107e+01
6.000000000000e+00,7.922535211268e-01,2.968367747962e-02,7.462360805452e+01,5.717421768813e+01,8.705414113672e+00,4.846880357446e+01,0.000000000000e+00,5.971414233983e+01
6.000000000000e+00,8.239436619718e-01,2.837799489498e-02,7.134117293485e+01,5.900013999122e+01,9.053630678219e+00,4.994650931300e+01,0.000000000000e+00,5.552184301048e+01
6.000000000000e+00,8.556338028169e-01,2.687601651996e-02,6.756525785019e+01,6.068691620039e+01,9.401847242766e+00,5.128506895762e+01,0.000000000000e+00,5.093247774609e+01
6.000000000000e+00,8.873239436620e-01,2.516177482903e-02,6.325572106376e+01,6.222280897507e+01,9.750063807313e+00,5.247274516776e+01,0.000000000000e+00,4.599942181176e+01
6.000000000000e+00,9.190140845070e-01,2.321857307106e-02,5.837058759413e+01,6.359816009031e+01,1.009828037186e+01,5.349987971845e+01,0.000000000000e+00,4.080051523866e+01
6.000000000000e+00,9.507042253521e-01,2.102906908840e-02,5.286625993297e+01,6.480624442979e+01,1.044649693641e+01,5.435974749338e+01,0.000000000000e+00,3.544302974180e+01
6.000000000000e+00,9.823943661972e-01,1.857534516603e-02,4.669769364320e+01,6.584428826094e+01,1.079471350095e+01,5.504957475999e+01,0.000000000000e+00,3.006906982437e+01
6.000000000000e+00,1.014084507042e+00,1.583901280537e-02,3.981866075623e+01,6.671466728405e+01,1.114293006550e+01,5.557173721854e+01,0.000000000000e+00,2.486151741160e+01
6.000000000000e+00,1.045774647887e+00,1.280133705586e-02,3.218206233666e+01,6.742629996981e+01,1.149114663005e+01,5.593515333976e+01,0.000000000000e+00,2.005041209003e+01
6.000000000000e+00,1.077464788732e+00,9.443441871554e-03,2.374044474079e+01,6.799624961693e+01,1.183936319459e+01,5.615688642234e+01,0.000000000000e+00,1.591974341722e+01
6.000000000000e+00,1.109154929577e+00,5.746444570832e-03,1.444633764314e+01,6.845154197248e+01,1.218757975914e+01,5.626396221334e+01,0.000000000000e+00,1.281426302180e+01
6.000000000000e+00,1.140845070423e+00,1.691726152785e-03,4.252933601225e+00,6.883120087699e+01,1.253579632369e+01,5.629540455330e+01,0.000000000000e+00,1.114643228482e+01
6.000000000000e+00,1.172535211268e+00,2.738798561040e-03,6.885232818597e+00,6.918849779835e+01,1.288401288824e+01,5.630448491011e+01,0.000000000000e+00,1.140297341888e+01
6.000000000000e+00,1.204225352113e+00,7.562368176877e-03,1.901149880040e+01,6.959339821327e+01,1.323222945278e+01,5.636116876048e+01,0.000000000000e+00,1.415074165600e+01
6.000000000000e+00,1.235915492958e+00,1.279503386468e-02,3.216621635973e+01,7.013517653260e+01,1.358044601733e+01,5.655473051528e+01,0.000000000000e+00,2.004149005331e+01
6.000000000000e+00,1.267605633803e+00,1.845117704943e-02,4.638553983839e+01,7.092515339249e+01,1.392866258188e+01,5.699649081062e+01,0.000000000000e+00,2.981482732629e+01
6.000000000000e+00,1.299295774648e+00,2.454317361116e-02,6.170058171636e+01,7.209949351708e+01,1.427687914642e+01,5.782261437066e+01,0.000000000000e+00,4.429908275912e+01
6.000000000000e+00,1.330985915493e+00,3.108082897961e-02,7.813599246172e+01,7.382198008919e+01,1.462509571097e+01,5.919688437822e+01,0.000000000000e+00,6.440895868023e+01
6.000000000000e+00,1.362676056338e+00,3.807088360190e-02,9.570871729582e+01,7.628665723630e+01,1.497331227552e+01,6.131334496078e+01,0.000000000000e+00,9.113955460403e+01
6.000000000000e+00,1.394366197183e+00,4.551639687270e-02,1.144264474176e+02,7.972020596943e+01,1.532152884006e+01,6.439867712937e+01,0.000000000000e+00,1.255555209982e+02
6.000000000000e+00,1.426056338028e+00,5.341622605920e-02,1.342863100412e+02,8.438389826194e+01,1.566974540461e+01,6.871415285733e+01,0.000000000000e+00,1.687752814623e+02
6.000000000000e+00,1.457746478873e+00,6.176441721618e-02,1.552733371807e+02,9.057495198567e+01,1.601796196916e+01,7.455699001652e+01,0.000000000000e+00,2.219489979911e+02
6.000000000000e+00,1.489436619718e+00,7.054952904582e-02,1.773587658591e+02,9.862707323151e+01,1.636617853370e+01,8.226089469780e+01,0.000000000000e+00,2.862293206348e+02
6.000000000000e+00,1.521126760563e+00,7.975416071713e-02,2.004988510658e+02,1.089099795620e+02,1.671439509825e+01,9.219558446379e+01,0.000000000000e+00,3.627363233366e+02
6.000000000000e+00,1.552816901408e+00,8.935434557498e-02,2.246333415640e+02,1.218276843033e+02,1.706261166280e+01,1.047650726405e+02,0.000000000000e+00,4.525143758921e+02
6.000000000000e+00,1.584507042254e+00,9.931901469827e-02,2.496841312971e+02,1.378153047511e+02,1.741082822734e+01,1.204044765237e+02,0.000000000000e+00,5.564821145870e+02
6.000000000000e+00,1.616197183099e+00,1.096097007394e-01,2.755545148529e+02,1.573342183510e+02,1.775904479189e+01,1.395751735591e+02,0.000000000000e+00,6.753782103865e+02
6.000000000000e+00,1.647887323944e+00,1.201801747084e-01,3.021282743527e+02,1.808654068425e+02,1.810726135644e+01,1.627581454861e+02,0.000000000000e+00,8.097012410771e+02
6.000000000000e+00,1.679577464789e+00,1.309762112796e-01,3.292690894417e+02,2.089008516812e+02,1.845547792099e+01,1.904453737602e+02,0.000000000000e+00,9.596468331884e+02
6.000000000000e+00,1.711267605634e+00,1.419357284904e-01,3.568208884855e+02,2.419329912705e+02,1.880369448553e+01,2.231292967850e+02,0.000000000000e+00,1.125048198669e+03
6.000000000000e+00,1.742957746479e+00,1.529888659716e-01,3.846080452398e+02,2.804423063829e+02,1.915191105008e+01,2.612903953328e+02,0.000000000000e+00,1.305317466201e+03
6.000000000000e+00,1.774647887324e+00,1.640583314002e-01,4.124362498173e+02,3.248831759921e+02,1.950012761463e+01,3.053830483774e+02,0.000000000000e+00,1.499395193578e+03
6.000000000000e+00,1.806338028169e+00,1.750601492822e-01,4.400943910999e+02,3.756683736178e+02,1.984834417917e+01,3.558200294386e+02,0.000000000000e+00,1.705715056577e+03
6.000000000000e+00,1.838028169014e+00,1.859043091536e-01,4.673561862894e+02,4.331526097911e+02,2.019656074372e+01,4.129560490474e+02,0.000000000000e+00,1.922178959699e+03
6.000000000000e+00,1.869718309859e+00,1.964959949255e-01,4.939832714349e+02,4.976157041532e+02,2.054477730827e+01,4.770709268449e+02,0.000000000000e+00,2.146158551151e+03
6.000000000000e+00,1.901408450704e+00,2.067367583513e-01,5.197281514819e+02,5.692460948061e+02,2.089299387281e+01,5.483531009332e+02,0.000000000000e+00,2.374514992273e+03
6.000000000000e+00,1.933098591549e+00,2.165260836482e-01,5.443381336708e+02,6.481254411644e+02,2.124121043736e+01,6.268842307270e+02,0.000000000000e+00,2.603648200120e+03
6.000000000000e+00,1.964788732394e+00,2.257630527020e-01,5.675595137963e+02,7.342151888569e+02,2.158942700191e+01,7.126257618550e+02,0.000000000000e+00,2.829571432029e+03
6.000000000000e+00,1.996478873239e+00,2.343482002616e-01,5.891422400950e+02,8.273459318039e+02,2.193764356645e+01,8.054082882374e+02,0.000000000000e+00,3.048013233959e+03
6.000000000000e+00,2.028169014085e+00,2.421854138374e-01,6.088446895144e+02,9.272103618497e+02,2.228586013100e+01,9.049245017187e+02,0.000000000000e+00,3.254541906709e+03
6.000000000000e+00,2.059859154930e+00,2.491839006543e-01,6.264386125570e+02,1.033360477730e+03,2.263407669555e+01,1.010726401034e+03,0.000000000000e+00,3.444709851043e+03
6.000000000000e+00,2.091549295775e+00,2.552601993084e-01,6.417141905070e+02,1.145209604437e+03,2.298229326010e+01,1.122227311177e+03,0.000000000000e+00,3.614212812256e+03
6.000000000000e+00,2.123239436620e+00,2.603399679065e-01,6.544845307430e+02,1.262039483648e+03,2.333050982464e+01,1.238708973823e+03,0.000000000000e+00,3.759050675740e+03
6.000000000000e+00,2.154929577465e+00,2.643598169088e-01,6.645902744332e+02,1.383012490557e+03,2.367872638919e+01,1.359333764168e+03,0.000000000000e+00,3.875690204771e+03
6.000000000000e+00,2.186619718310e+00,2.672686949372e-01,6.719030804027e+02,1.507188702031e+03,2.402694295374e+01,1.483161759077e+03,0.000000000000e+00,3.961208474876e+03
6.000000000000e+00,2.218309859155e+00,2.690292298794e-01,6.763289966181e+02,1.633569134911e+03,2.437515951828e+01,1.609172110421e+03,2.186497233679e-02,4.014801066927e+03
6.000000000000e+00,2.250000000000e+00,2.696186453104e-01,6.778107640351e+02,1.761195251435e+03,2.472337608283e+01,1.736287967905e+03,1.839074465679e-01,4.039824953661e+03
6.000000000000e+00,2.269771863834e+00,2.696186006069e-01,6.778106516522e+02,1.841188410721e+03,2.494063262747e+01,1.815770650188e+03,4.771279048961e-01,4.051790480872e+03
6.000000000000e+00,2.289543727669e+00,2.696186453104e-01,6.778107640351e+02,1.921321733775e+03,2.515788917211e+01,1.895253332471e+03,9.105121318421e-01,4.054003057434e+03
6.000000000000e+00,2.309315591503e+00,2.696186006069e-01,6.778106516522e+02,2.001476917033e+03,2.537514571674e+01,1.974736014754e+03,1.365756561600e+00,4.054001724384e+03
6.000000000000e+00,2.329087455338e+00,2.696186453104e-01,6.778107640351e+02,2.081632100290e+03,2.559240226138e+01,2.054218697037e+03,1.821000991357e+00,4.054003057434e+03
6.000000000000e+00,2.348859319172e+00,2.696186006069e-01,6.778106516522e+02,2.161787283547e+03,2.580965880602e+01,2.133701379320e+03,2.276245421115e+00,4.054001724384e+03
6.000000000000e+00,2.368631183006e+00,2.696186006069e-01,6.778106516522e+02,2.241942453626e+03,2.602691535066e+01,2.213184048425e+03,2.731489850873e+00,4.054001724384e+03
6.000000000000e+00,2.388403046841e+00,2.696185782552e-01,6.778105954608e+02,2.322097617116e+03,2.624417189530e+01,2.292666710940e+03,3.186734280630e+00,4.054001057860e+03
6.000000000000e+00,2.408174910675e+00,2.696186006069e-01,6.778106516522e+02,2.402252780606e+03,2.646142843994e+01,2.372149373455e+03,3.641978710388e+00,4.054001724384e+03
6.000000000000e+00,2.427946774510e+00,2.696186229587e-01,6.778107078436e+02,2.482407957274e+03,2.667868498457e+01,2.451632049149e+03,4.097223140146e+00,4.054002390909e+03
6.000000000000e+00,2.447718638344e+00,2.696186229587e-01,6.778107078436e+02,2.562563140531e+03,2.689594152921e+01,2.531114731432e+03,4.552467569903e+00,4.054002390909e+03
6.000000000000e+00,2.467490502178e+00,2.696185782552e-01,6.778105954608e+02,2.642718310610e+03,2.711319807385e+01,2.610597400537e+03,5.007711999661e+00,4.054001057860e+03
6.000000000000e+00,2.487262366013e+00,2.696186453104e-01,6.778107640351e+02,2.722873487278e+03,2.733045461849e+01,2.690080076230e+03,5.462956429419e+00,4.054003057434e+03
6.000000000000e+00,2.507034229847e+00,2.696186006069e-01,6.778106516522e+02,2.803028670536e+03,2.754771116313e+01,2.769562758513e+03,5.918200859176e+00,4.054001724384e+03
6.000000000000e+00,2.526806093681e+00,2.696186006069e-01,6.778106516522e+02,2.883183840614e+03,2.776496770777e+01,2.849045427618e+03,6.373445288934e+00,4.054001724384e+03
6.000000000000e+00,2.546577957516e+00,2.696185782552e-01,6.778105954608e+02,2.963339004104e+03,2.798222425240e+01,2.928528090133e+03,6.828689718692e+00,4.054001057860e+03
6.000000000000e+00,2.566349821350e+00,2.696186229587e-01,6.778107078436e+02,3.043494174183e+03,2.819948079704e+01,3.008010759238e+03,7.283934148449e+00,4.054002390909e+03
6.000000000000e+00,2.586121685185e+00,2.696185782552e-01,6.778105954608e+02,3.123649344262e+03,2.841673734168e+01,3.087493428342e+03,7.739178578207e+00,4.054001057860e+03
6.000000000000e+00,2.605893549019e+00,2.696186229587e-01,6.778107078436e+02,3.203804514341e+03,2.863399388632e+01,3.166976097447e+03,8.194423007965e+00,4.054002390909e+03
6.000000000000e+00,2.625665412853e+00,2.696186006069e-01,6.778106516522e+02,3.283959691009e+03,2.885125043096e+01,3.246458773140e+03,8.649667437722e+00,4.054001724384e+03
6.000000000000e+00,2.645437276688e+00,2.696185782552e-01,6.778105954608e+02,3.364114854499e+03,2.906850697560e+01,3.325941435656e+03,9.104911867480e+00,4.054001057860e+03
6.000000000000e+00,2.665209140522e+00,2.696186229587e-01,6.778107078436e+02,3.444270024578e+03,2.928576352023e+01,3.405424104760e+03,9.560156297238e+00,4.054002390909e+03
6.000000000000e+00,2.684981004357e+00,2.696186229587e-01,6.778107078436e+02,3.524425207835e+03,2.950302006487e+01,3.484906787043e+03,1.001540072700e+01,4.054002390909e+03
6.000000000000e+00,2.704752868191e+00,2.696186006069e-01,6.778106516522e+02,3.604580384503e+03,2.972027660951e+01,3.564389462737e+03,1.047064515675e+01,4.054001724384e+03
6.000000000000e+00,2.724524732025e+00,2.696186006069e-01,6.778106516522e+02,3.684735554582e+03,2.993753315415e+01,3.643872131841e+03,1.092588958651e+01,4.054001724384e+03
6.000000000000e+00,2.744296595860e+00,2.696186006069e-01,6.778106516522e+02,3.764890724661e+03,3.015478969879e+01,3.723354800946e+03,1.138113401627e+01,4.054001724384e+03
6.000000000000e+00,2.764068459694e+00,2.696186229587e-01,6.778107078436e+02,3.845045901329e+03,3.037204624342e+01,3.802837476640e+03,1.183637844603e+01,4.054002390909e+03
6.000000000000e+00,2.783840323529e+00,2.696186229587e-01,6.778107078436e+02,3.925201084586e+03,3.058930278806e+01,3.882320158923e+03,1.229162287578e+01,4.054002390909e+03
6.000000000000e+00,2.803612187363e+00,2.696186229587e-01,6.778107078436e+02,4.005356267844e+03,3.080655933270e+01,3.961802841205e+03,1.274686730554e+01,4.054002390909e+03
6.000000000000e+00,2.823384051197e+00,2.696186229587e-01,6.778107078436e+02,4.085511451101e+03,3.102381587734e+01,4.041285523488e+03,1.320211173530e+01,4.054002390909e+03
6.000000000000e+00,2.843155915032e+00,2.696186229587e-01,6.778107078436e+02,4.165666634358e+03,3.124107242198e+01,4.120768205771e+03,1.365735616506e+01,4.054002390909e+03
6.000000000000e+00,2.862927778866e+00,2.696186006069e-01,6.778106516522e+02,4.245821811027e+03,3.145832896662e+01,4.200250881465e+03,1.411260059481e+01,4.054001724384e+03
6.000000000000e+00,2.882699642700e+00,2.696186229587e-01,6.778107078436e+02,4.325976987695e+03,3.167558551125e+01,4.279733557159e+03,1.456784502457e+01,4.054002390909e+03
6.000000000000e+00,2.902471506535e+00,2.696186006069e-01,6.778106516522e+02,4.406132164363e+03,3.189284205589e+01,4.359216232853e+03,1.502308945433e+01,4.054001724384e+03
6.000000000000e+00,2.922243370369e+00,2.696186229587e-01,6.778107078436e+02,4.486287341031e+03,3.211009860053e+01,4.438698908546e+03,1.547833388409e+01,4.054002390909e+03
6.000000000000e+00,2.942015234204e+00,2.696185782552e-01,6.778105954608e+02,4.566442511110e+03,3.232735514517e+01,4.518181577651e+03,1.593357831385e+01,4.054001057860e+03
6.000000000000e+00,2.961787098038e+00,2.696186006069e-01,6.778106516522e+02,4.646597674600e+03,3.254461168981e+01,4.597664240166e+03,1.638882274360e+01,4.054001724384e+03
6.000000000000e+00,2.981558961872e+00,2.696186453104e-01,6.778107640351e+02,4.726752857857e+03,3.276186823445e+01,4.677146922449e+03,1.684406717336e+01,4.054003057434e+03
6.000000000000e+00,3.001330825707e+00,2.696185782552e-01,6.778105954608e+02,4.806908034525e+03,3.297912477908e+01,4.756629598143e+03,1.729931160312e+01,4.054001057860e+03
6.000000000000e+00,3.021102689541e+00,2.696186453104e-01,6.778107640351e+02,4.887063211193e+03,3.319638132372e+01,4.836112273837e+03,1.775455603288e+01,4.054003057434e+03
6.000000000000e+00,3.040874553376e+00,2.696186229587e-01,6.778107078436e+02,4.967218401040e+03,3.341363786836e+01,4.915594962709e+03,1.820980046263e+01,4.054002390909e+03
6.000000000000e+00,3.060646417210e+00,2.696186006069e-01,6.778106516522e+02,5.047373577708e+03,3.363089441300e+01,4.995077638402e+03,1.866504489239e+01,4.054001724384e+03
6.000000000000e+00,3.080418281044e+00,2.696186229587e-01,6.778107078436e+02,5.127528754376e+03,3.384815095764e+01,5.074560314096e+03,1.912028932215e+01,4.054002390909e+03
6.000000000000e+00,3.100190144879e+00,2.696186229587e-01,6.778107078436e+02,5.207683937633e+03,3.406540750228e+01,5.154042996379e+03,1.957553375191e+01,4.054002390909e+03
6.000000000000e+00,3.119962008713e+00,2.696186453104e-01,6.778107640351e+02,5.287839127480e+03,3.428266404691e+01,5.233525685251e+03,2.003077818166e+01,4.054003057434e+03
6.000000000000e+00,3.139733872548e+00,2.696186006069e-01,6.778106516522e+02,5.367994310737e+03,3.449992059155e+01,5.313008367534e+03,2.048602261142e+01,4.054001724384e+03
6.000000000000e+00,3.159505736382e+00,2.696186453104e-01,6.778107640351e+02,5.448149493995e+03,3.471717713619e+01,5.392491049817e+03,2.094126704118e+01,4.054003057434e+03
6.000000000000e+00,3.179277600216e+00,2.696186006069e-01,6.778106516522e+02,5.528304677252e+03,3.493443368083e+01,5.471973732100e+03,2.139651147094e+01,4.054001724384e+03
6.000000000000e+00,3.199049464051e+00,2.696186006069e-01,6.778106516522e+02,5.608459847331e+03,3.515169022547e+01,5.551456401205e+03,2.185175590069e+01,4.054001724384e+03
6.000000000000e+00,3.218821327885e+00,2.696186453104e-01,6.778107640351e+02,5.688615030588e+03,3.536894677011e+01,5.630939083488e+03,2.230700033045e+01,4.054003057434e+03
6.000000000000e+00,3.238593191720e+00,2.696186006069e-01,6.778106516522e+02,5.768770213846e+03,3.558620331474e+01,5.710421765771e+03,2.276224476021e+01,4.054001724384e+03
6.000000000000e+00,3.258365055554e+00,2.696186229587e-01,6.778107078436e+02,5.848925390514e+03,3.580345985938e+01,5.789904441464e+03,2.321748918997e+01,4.054002390909e+03
6.000000000000e+00,3.278136919388e+00,2.696186229587e-01,6.778107078436e+02,5.929080573771e+03,3.602071640402e+01,5.869387123747e+03,2.367273361973e+01,4.054002390909e+03
6.000000000000e+00,3.297908783223e+00,2.696186006069e-01,6.778106516522e+02,6.009235750439e+03,3.623797294866e+01,5.948869799441e+03,2.412797804948e+01,4.054001724384e+03
6.000000000000e+00,3.317680647057e+00,2.696186229587e-01,6.778107078436e+02,6.089390927107e+03,3.645522949330e+01,6.028352475135e+03,2.458322247924e+01,4.054002390909e+03
6.000000000000e+00,3.337452510891e+00,2.696185782552e-01,6.778105954608e+02,6.169546097186e+03,3.667248603794e+01,6.107835144239e+03,2.503846690900e+01,4.054001057860e+03
6.000000000000e+00,3.357224374726e+00,2.696186006069e-01,6.778106516522e+02,6.249701260676e+03,3.688974258257e+01,6.187317806755e+03,2.549371133876e+01,4.054001724384e+03
6.000000000000e+00,3.376996238560e+00,2.696186453104e-01,6.778107640351e+02,6.329856443933e+03,3.710699912721e+01,6.266800489038e+03,2.594895576851e+01,4.054003057434e+03
6.000000000000e+00,3.396768102395e+00,2.696186229587e-01,6.778107078436e+02,6.410011633780e+03,3.732425567185e+01,6.346283177910e+03,2.640420019827e+01,4.054002390909e+03
6.000000000000e+00,3.416539966229e+00,2.696186453104e-01,6.778107640351e+02,6.490166823626e+03,3.754151221649e+01,6.425765866782e+03,2.685944462803e+01,4.054003057434e+03
6.000000000000e+00,3.436311830063e+00,2.696185782552e-01,6.778105954608e+02,6.570322000295e+03,3.775876876113e+01,6.505248542476e+03,2.731468905779e+01,4.054001057860e+03
6.000000000000e+00,3.456083693898e+00,2.696185782552e-01,6.778105954608e+02,6.650477157195e+03,3.797602530576e+01,6.584731198402e+03,2.776993348754e+01,4.054001057860e+03
6.000000000000e+00,3.475855557732e+00,2.696186229587e-01,6.778107078436e+02,6.730632327274e+03,3.819328185040e+01,6.664213867506e+03,2.822517791730e+01,4.054002390909e+03
6.000000000000e+00,3.495627421567e+00,2.696186006069e-01,6.778106516522e+02,6.810787503942e+03,3.841053839504e+01,6.743696543200e+03,2.868042234706e+01,4.054001724384e+03
6.000000000000e+00,3.515399285401e+00,2.696186453104e-01,6.778107640351e+02,6.890942687199e+03,3.862779493968e+01,6.823179225483e+03,2.913566677682e+01,4.054003057434e+03
6.000000000000e+00,3.535171149235e+00,2.696186453104e-01,6.778107640351e+02,6.971097883635e+03,3.884505148432e+01,6.902661920944e+03,2.959091120658e+01,4.054003057434e+03
6.000000000000e+00,3.554943013070e+00,2.696186229587e-01,6.778107078436e+02,7.051253073482e+03,3.906230802896e+01,6.982144609816e+03,3.004615563633e+01,4.054002390909e+03
6.000000000000e+00,3.574714876904e+00,2.696186006069e-01,6.778106516522e+02,7.131408250150e+03,3.927956457359e+01,7.061627285510e+03,3.050140006609e+01,4.054001724384e+03
6.000000000000e+00,3.594486740739e+00,2.696186229587e-01,6.778107078436e+02,7.211563426818e+03,3.949682111823e+01,7.141109961204e+03,3.095664449585e+01,4.054002390909e+03
6.000000000000e+00,3.614258604573e+00,2.696186229587e-01,6.778107078436e+02,7.291718610075e+03,3.971407766287e+01,7.220592643487e+03,3.141188892561e+01,4.054002390909e+03
6.000000000000e+00,3.634030468407e+00,2.696186453104e-01,6.778107640351e+02,7.371873799922e+03,3.993133420751e+01,7.300075332359e+03,3.186713335536e+01,4.054003057434e+03
6.000000000000e+00,3.653802332242e+00,2.696186453104e-01,6.778107640351e+02,7.452028996358e+03,4.014859075215e+01,7.379558027820e+03,3.232237778512e+01,4.054003057434e+03
6.000000000000e+00,3.673574196076e+00,2.696186453104e-01,6.778107640351e+02,7.532184192794e+03,4.036584729679e+01,7.459040723282e+03,3.277762221488e+01,4.054003057434e+03
6.000000000000e+00,3.693346059910e+00,2.696186453104e-01,6.778107640351e+02,7.612339389229e+03,4.058310384142e+01,7.538523418743e+03,3.323286664464e+01,4.054003057434e+03
6.000000000000e+00,3.713117923745e+00,2.696186229587e-01,6.778107078436e+02,7.692494579076e+03,4.080036038606e+01,7.618006107615e+03,3.368811107439e+01,4.054002390909e+03
6.000000000000e+00,3.732889787579e+00,2.696186229587e-01,6.778107078436e+02,7.772649762333e+03,4.101761693070e+01,7.697488789898e+03,3.414335550415e+01,4.054002390909e+03
6.000000000000e+00,3.752661651414e+00,2.696186006069e-01,6.778106516522e+02,7.852804939001e+03,4.123487347534e+01,7.776971465592e+03,3.459859993391e+01,4.054001724384e+03
6.000000000000e+00,3.772433515248e+00,2.696186229587e-01,6.778107078436e+02,7.932960115669e+03,4.145213001998e+01,7.856454141286e+03,3.505384436367e+01,4.054002390909e+03
6.000000000000e+00,3.792205379082e+00,2.696186453104e-01,6.778107640351e+02,8.013115305516e+03,4.166938656462e+01,7.935936830158e+03,3.550908879342e+01,4.054003057434e+03
6.000000000000e+00,3.811977242917e+00,2.696186453104e-01,6.778107640351e+02,8.093270501952e+03,4.188664310925e+01,8.015419525619e+03,3.596433322318e+01,4.054003057434e+03
6.000000000000e+00,3.831749106751e+00,2.696186006069e-01,6.778106516522e+02,8.173425685209e+03,4.210389965389e+01,8.094902207902e+03,3.641957765294e+01,4.054001724384e+03
6.000000000000e+00,3.851520970586e+00,2.696186229587e-01,6.778107078436e+02,8.253580861877e+03,4.232115619853e+01,8.174384883596e+03,3.687482208270e+01,4.054002390909e+03
6.000000000000e+00,3.871292834420e+00,2.696185782552e-01,6.778105954608e+02,8.333736031956e+03,4.253841274317e+01,8.253867552701e+03,3.733006651246e+01,4.054001057860e+03
6.000000000000e+00,3.891064698254e+00,2.696185782552e-01,6.778105954608e+02,8.413891188857e+03,4.275566928781e+01,8.333350208627e+03,3.778531094221e+01,4.054001057860e+03
6.000000000000e+00,3.910836562089e+00,2.696186453104e-01,6.778107640351e+02,8.494046365525e+03,4.297292583245e+01,8.412832884320e+03,3.824055537197e+01,4.054003057434e+03
6.000000000000e+00,3.930608425923e+00,2.696186229587e-01,6.778107078436e+02,8.574201555371e+03,4.319018237708e+01,8.492315573193e+03,3.869579980173e+01,4.054002390909e+03
6.000000000000e+00,3.950380289758e+00,2.696186453104e-01,6.778107640351e+02,8.654356745218e+03,4.340743892172e+01,8.571798262065e+03,3.915104423149e+01,4.054003057434e+03
6.000000000000e+00,3.970152153592e+00,2.696186006069e-01,6.778106516522e+02,8.734511928475e+03,4.362469546636e+01,8.651280944348e+03,3.960628866124e+01,4.054001724384e+03
6.000000000000e+00,3.989924017426e+00,2.696185782552e-01,6.778105954608e+02,8.814667091965e+03,4.384195201100e+01,8.730763606863e+03,4.006153309100e+01,4.054001057860e+03
