station_m,b_perp_t,hartmann,pressure_drop_pa,total_pressure_gradient_pa_per_m
6.852024415642e+00,4.654195159674e-02,1.170046520156e+02,2.646852115905e+04,1.307764423393e+02
6.883714556487e+00,4.651615023613e-02,1.169397884008e+02,2.647266337907e+04,1.306436656212e+02
6.915404697332e+00,4.640545323491e-02,1.166615004550e+02,2.647679448218e+04,1.300748419215e+02
6.947094838177e+00,4.621875658631e-02,1.161921523582e+02,2.648090141988e+04,1.291185595072e+02
6.978784979022e+00,4.596425965428e-02,1.155523569919e+02,2.648497264855e+04,1.278212052037e+02
7.010475119867e+00,4.564949125051e-02,1.147610414951e+02,2.648899805253e+04,1.262265127920e+02
7.042165260712e+00,4.528136178851e-02,1.138355783781e+02,2.649296885721e+04,1.243753825638e+02
7.073855401557e+00,4.486620053649e-02,1.127918791743e+02,2.649687753693e+04,1.223057372150e+02
7.105545542402e+00,4.440980404615e-02,1.116445161888e+02,2.650071772065e+04,1.200525246045e+02
7.137235683247e+00,4.391745105386e-02,1.104067599591e+02,2.650448409631e+04,1.176476277888e+02
7.168925824092e+00,4.339396953583e-02,1.090907478291e+02,2.650817231720e+04,1.151200906897e+02
7.200615964937e+00,4.284375905991e-02,1.077075401410e+02,2.651177891282e+04,1.124961664261e+02
7.232306105783e+00,4.227080941200e-02,1.062671670609e+02,2.651530120151e+04,1.097993866054e+02
7.263996246628e+00,4.167874902487e-02,1.047787503273e+02,2.651873720798e+04,1.070507991993e+02
7.295686387473e+00,4.107087105513e-02,1.032505688077e+02,2.652208558693e+04,1.042691167902e+02
7.327376528318e+00,4.045015200973e-02,1.016901053244e+02,2.652534555112e+04,1.014708454558e+02
